,iid,id,gender,idg,condtn,wave,round,position,order,partner,pid,match,int_corr,samerace,age_o,race_o,pf_o_att,pf_o_sin,pf_o_int,pf_o_fun,pf_o_amb,pf_o_sha,dec_o,attr_o,sinc_o,intel_o,fun_o,amb_o,shar_o,like_o,prob_o,met_o,age,field,field_cd,race,imprace,imprelig,from,goal,go_out,career,career_c,sports,tvsports,exercise,dining,museums,art,hiking,gaming,clubbing,reading,tv,theater,movies,concerts,music,shopping,yoga,attr1_1,sinc1_1,intel1_1,fun1_1,amb1_1,shar1_1,attr2_1,sinc2_1,intel2_1,fun2_1,amb2_1,shar2_1,dec,attr,sinc,intel,fun,amb,shar,like,prob,met
2365,171,14,1,28,2,7,16,3,3,6,147.0,0,0.54,0,26.0,4.0,18.0,18.0,20.0,18.0,16.0,10.0,0,4.0,7.0,9.0,4.0,6.0,3.0,5.0,5.0,2.0,29.0,Finance,8.0,2.0,1.0,1.0,France,1.0,2.0,Finance,7.0,8.0,2.0,8.0,8.0,5.0,5.0,5.0,2.0,8.0,9.0,6.0,6.0,9.0,4.0,9.0,7.0,1.0,19.57,10.87,19.57,19.57,19.57,10.87,15.22,15.22,19.57,19.57,19.57,10.87,0,5.0,6.0,7.0,9.0,7.0,4.0,9.0,8.0,2.0
2366,171,14,1,28,2,7,16,2,2,7,148.0,0,0.42,0,27.0,4.0,15.09,16.98,16.98,18.87,18.87,13.21,0,4.0,8.0,8.0,7.0,8.0,5.0,9.0,3.0,2.0,29.0,Finance,8.0,2.0,1.0,1.0,France,1.0,2.0,Finance,7.0,8.0,2.0,8.0,8.0,5.0,5.0,5.0,2.0,8.0,9.0,6.0,6.0,9.0,4.0,9.0,7.0,1.0,19.57,10.87,19.57,19.57,19.57,10.87,15.22,15.22,19.57,19.57,19.57,10.87,1,7.0,7.0,7.0,6.0,8.0,6.0,8.0,6.0,2.0
2367,171,14,1,28,2,7,16,1,1,8,149.0,1,0.52,1,28.0,2.0,8.51,19.15,19.15,19.15,19.15,14.89,1,6.0,8.0,8.0,6.0,7.0,10.0,7.0,6.0,2.0,29.0,Finance,8.0,2.0,1.0,1.0,France,1.0,2.0,Finance,7.0,8.0,2.0,8.0,8.0,5.0,5.0,5.0,2.0,8.0,9.0,6.0,6.0,9.0,4.0,9.0,7.0,1.0,19.57,10.87,19.57,19.57,19.57,10.87,15.22,15.22,19.57,19.57,19.57,10.87,1,8.0,7.0,8.0,6.0,9.0,10.0,9.0,8.0,2.0
2368,171,14,1,28,2,7,16,8,8,9,150.0,0,0.46,1,31.0,2.0,12.0,20.0,20.0,20.0,14.0,14.0,0,6.0,7.0,9.0,6.0,9.0,5.0,7.0,4.0,2.0,29.0,Finance,8.0,2.0,1.0,1.0,France,1.0,2.0,Finance,7.0,8.0,2.0,8.0,8.0,5.0,5.0,5.0,2.0,8.0,9.0,6.0,6.0,9.0,4.0,9.0,7.0,1.0,19.57,10.87,19.57,19.57,19.57,10.87,15.22,15.22,19.57,19.57,19.57,10.87,1,7.0,9.0,9.0,7.0,8.0,5.0,7.0,5.0,2.0
2369,171,14,1,28,2,7,16,6,6,10,151.0,0,0.33,1,28.0,2.0,14.55,16.36,18.18,18.18,16.36,16.36,0,5.0,7.0,6.0,5.0,7.0,6.0,5.0,6.0,2.0,29.0,Finance,8.0,2.0,1.0,1.0,France,1.0,2.0,Finance,7.0,8.0,2.0,8.0,8.0,5.0,5.0,5.0,2.0,8.0,9.0,6.0,6.0,9.0,4.0,9.0,7.0,1.0,19.57,10.87,19.57,19.57,19.57,10.87,15.22,15.22,19.57,19.57,19.57,10.87,1,9.0,9.0,8.0,8.0,7.0,6.0,8.0,7.0,2.0
2370,171,14,1,28,2,7,16,12,12,11,152.0,0,0.46,0,27.0,4.0,14.0,20.0,20.0,14.0,18.0,14.0,0,6.0,7.0,8.0,8.0,7.5,8.0,7.0,5.0,2.0,29.0,Finance,8.0,2.0,1.0,1.0,France,1.0,2.0,Finance,7.0,8.0,2.0,8.0,8.0,5.0,5.0,5.0,2.0,8.0,9.0,6.0,6.0,9.0,4.0,9.0,7.0,1.0,19.57,10.87,19.57,19.57,19.57,10.87,15.22,15.22,19.57,19.57,19.57,10.87,1,7.0,7.0,8.0,5.0,7.0,4.0,7.0,6.0,2.0
2371,171,14,1,28,2,7,16,11,11,12,153.0,1,0.78,0,28.0,4.0,9.76,19.51,19.51,14.63,19.51,17.07,1,6.0,6.0,7.0,7.0,7.0,4.0,5.0,5.0,2.0,29.0,Finance,8.0,2.0,1.0,1.0,France,1.0,2.0,Finance,7.0,8.0,2.0,8.0,8.0,5.0,5.0,5.0,2.0,8.0,9.0,6.0,6.0,9.0,4.0,9.0,7.0,1.0,19.57,10.87,19.57,19.57,19.57,10.87,15.22,15.22,19.57,19.57,19.57,10.87,1,6.0,8.0,8.0,6.0,7.0,4.0,6.0,7.0,2.0
2372,171,14,1,28,2,7,16,15,15,13,154.0,1,0.53,1,27.0,2.0,15.38,17.31,17.31,17.31,17.31,15.38,1,8.0,9.0,9.0,8.0,8.0,8.0,8.0,5.0,2.0,29.0,Finance,8.0,2.0,1.0,1.0,France,1.0,2.0,Finance,7.0,8.0,2.0,8.0,8.0,5.0,5.0,5.0,2.0,8.0,9.0,6.0,6.0,9.0,4.0,9.0,7.0,1.0,19.57,10.87,19.57,19.57,19.57,10.87,15.22,15.22,19.57,19.57,19.57,10.87,1,9.0,7.0,8.0,8.0,10.0,5.0,8.0,9.0,2.0
2373,171,14,1,28,2,7,16,5,5,14,155.0,0,0.52,1,27.0,2.0,15.09,18.87,18.87,16.98,16.98,13.21,0,4.0,7.0,7.0,4.0,8.0,5.0,5.0,7.0,2.0,29.0,Finance,8.0,2.0,1.0,1.0,France,1.0,2.0,Finance,7.0,8.0,2.0,8.0,8.0,5.0,5.0,5.0,2.0,8.0,9.0,6.0,6.0,9.0,4.0,9.0,7.0,1.0,19.57,10.87,19.57,19.57,19.57,10.87,15.22,15.22,19.57,19.57,19.57,10.87,1,10.0,8.0,8.0,8.0,9.0,6.0,8.0,4.0,2.0
2374,171,14,1,28,2,7,16,7,7,15,156.0,0,0.19,0,30.0,1.0,14.0,18.0,16.0,18.0,18.0,16.0,0,5.0,8.0,10.0,2.0,9.0,2.0,2.0,2.0,2.0,29.0,Finance,8.0,2.0,1.0,1.0,France,1.0,2.0,Finance,7.0,8.0,2.0,8.0,8.0,5.0,5.0,5.0,2.0,8.0,9.0,6.0,6.0,9.0,4.0,9.0,7.0,1.0,19.57,10.87,19.57,19.57,19.57,10.87,15.22,15.22,19.57,19.57,19.57,10.87,1,6.0,8.0,9.0,9.0,10.0,4.0,6.0,5.0,2.0
2375,171,14,1,28,2,7,16,16,16,16,157.0,0,0.51,0,28.0,4.0,14.29,16.33,16.33,18.37,18.37,16.33,0,5.0,7.0,7.0,6.0,7.0,5.0,6.0,6.0,2.0,29.0,Finance,8.0,2.0,1.0,1.0,France,1.0,2.0,Finance,7.0,8.0,2.0,8.0,8.0,5.0,5.0,5.0,2.0,8.0,9.0,6.0,6.0,9.0,4.0,9.0,7.0,1.0,19.57,10.87,19.57,19.57,19.57,10.87,15.22,15.22,19.57,19.57,19.57,10.87,1,9.0,8.0,9.0,9.0,10.0,5.0,9.0,6.0,2.0
2376,172,15,1,30,2,7,16,9,13,1,142.0,1,0.04,1,24.0,2.0,14.29,14.29,21.43,21.43,19.05,9.52,1,8.0,7.0,8.0,8.0,8.0,8.0,8.0,8.0,2.0,27.0,Business,8.0,2.0,5.0,7.0,"London, England",1.0,1.0,Management Consulting,7.0,7.0,8.0,7.0,8.0,4.0,5.0,5.0,6.0,8.0,7.0,4.0,6.0,8.0,8.0,7.0,6.0,3.0,17.78,17.78,22.22,20.0,15.56,6.67,17.39,17.39,19.57,17.39,17.39,10.87,1,8.0,7.0,6.0,7.0,7.0,6.0,6.0,6.0,2.0
2377,172,15,1,30,2,7,16,10,14,2,143.0,0,-0.01,1,33.0,2.0,8.33,20.83,20.83,14.58,16.67,18.75,1,8.0,8.0,9.0,8.0,8.0,1.0,9.0,8.0,2.0,27.0,Business,8.0,2.0,5.0,7.0,"London, England",1.0,1.0,Management Consulting,7.0,7.0,8.0,7.0,8.0,4.0,5.0,5.0,6.0,8.0,7.0,4.0,6.0,8.0,8.0,7.0,6.0,3.0,17.78,17.78,22.22,20.0,15.56,6.67,17.39,17.39,19.57,17.39,17.39,10.87,0,4.666666666666667,8.0,9.0,2.0,8.0,1.0,1.0,5.0,2.0
2378,172,15,1,30,2,7,16,13,1,3,144.0,0,0.52,1,23.0,2.0,16.0,16.0,16.0,18.0,18.0,16.0,0,5.0,8.0,7.0,7.0,8.0,7.0,7.0,9.0,2.0,27.0,Business,8.0,2.0,5.0,7.0,"London, England",1.0,1.0,Management Consulting,7.0,7.0,8.0,7.0,8.0,4.0,5.0,5.0,6.0,8.0,7.0,4.0,6.0,8.0,8.0,7.0,6.0,3.0,17.78,17.78,22.22,20.0,15.56,6.67,17.39,17.39,19.57,17.39,17.39,10.87,0,4.0,7.0,8.0,5.0,6.0,4.0,4.0,5.0,2.0
2379,172,15,1,30,2,7,16,14,2,4,145.0,0,-0.25,1,24.0,2.0,11.36,18.18,22.73,18.18,11.36,18.18,1,9.0,9.0,9.0,7.0,8.0,7.0,9.0,5.0,2.0,27.0,Business,8.0,2.0,5.0,7.0,"London, England",1.0,1.0,Management Consulting,7.0,7.0,8.0,7.0,8.0,4.0,5.0,5.0,6.0,8.0,7.0,4.0,6.0,8.0,8.0,7.0,6.0,3.0,17.78,17.78,22.22,20.0,15.56,6.67,17.39,17.39,19.57,17.39,17.39,10.87,0,2.0,7.0,9.0,2.0,4.0,2.0,3.0,7.0,2.0
2380,172,15,1,30,2,7,16,4,8,5,146.0,0,-0.29,1,36.0,2.0,18.18,18.18,18.18,18.18,13.64,13.64,0,8.0,8.0,8.0,7.0,8.066666666666666,1.0,6.0,4.0,2.0,27.0,Business,8.0,2.0,5.0,7.0,"London, England",1.0,1.0,Management Consulting,7.0,7.0,8.0,7.0,8.0,4.0,5.0,5.0,6.0,8.0,7.0,4.0,6.0,8.0,8.0,7.0,6.0,3.0,17.78,17.78,22.22,20.0,15.56,6.67,17.39,17.39,19.57,17.39,17.39,10.87,0,1.0,4.0,5.0,1.0,3.0,1.0,1.0,,2.0
2381,172,15,1,30,2,7,16,3,7,6,147.0,1,0.01,0,26.0,4.0,18.0,18.0,20.0,18.0,16.0,10.0,1,8.0,10.0,10.0,10.0,8.0,8.0,10.0,10.0,1.0,27.0,Business,8.0,2.0,5.0,7.0,"London, England",1.0,1.0,Management Consulting,7.0,7.0,8.0,7.0,8.0,4.0,5.0,5.0,6.0,8.0,7.0,4.0,6.0,8.0,8.0,7.0,6.0,3.0,17.78,17.78,22.22,20.0,15.56,6.67,17.39,17.39,19.57,17.39,17.39,10.87,1,8.0,4.0,7.133333333333334,7.0,8.0,6.0,8.0,5.0,1.0
2382,172,15,1,30,2,7,16,2,6,7,148.0,0,-0.36,0,27.0,4.0,15.09,16.98,16.98,18.87,18.87,13.21,0,7.0,8.0,8.0,10.0,10.0,7.0,9.0,5.0,1.0,27.0,Business,8.0,2.0,5.0,7.0,"London, England",1.0,1.0,Management Consulting,7.0,7.0,8.0,7.0,8.0,4.0,5.0,5.0,6.0,8.0,7.0,4.0,6.0,8.0,8.0,7.0,6.0,3.0,17.78,17.78,22.22,20.0,15.56,6.67,17.39,17.39,19.57,17.39,17.39,10.87,1,7.0,4.0,6.0,9.0,8.0,4.0,6.0,3.0,1.0
2383,172,15,1,30,2,7,16,1,5,8,149.0,1,-0.09,1,28.0,2.0,8.51,19.15,19.15,19.15,19.15,14.89,1,7.0,7.0,7.0,6.0,6.0,6.0,7.0,,2.0,27.0,Business,8.0,2.0,5.0,7.0,"London, England",1.0,1.0,Management Consulting,7.0,7.0,8.0,7.0,8.0,4.0,5.0,5.0,6.0,8.0,7.0,4.0,6.0,8.0,8.0,7.0,6.0,3.0,17.78,17.78,22.22,20.0,15.56,6.67,17.39,17.39,19.57,17.39,17.39,10.87,1,6.0,4.0,7.0,5.0,6.0,7.0,6.0,6.0,2.0
2384,172,15,1,30,2,7,16,8,12,9,150.0,0,0.27,1,31.0,2.0,12.0,20.0,20.0,20.0,14.0,14.0,0,6.0,7.0,8.0,7.0,8.0,3.0,7.0,4.0,2.0,27.0,Business,8.0,2.0,5.0,7.0,"London, England",1.0,1.0,Management Consulting,7.0,7.0,8.0,7.0,8.0,4.0,5.0,5.0,6.0,8.0,7.0,4.0,6.0,8.0,8.0,7.0,6.0,3.0,17.78,17.78,22.22,20.0,15.56,6.67,17.39,17.39,19.57,17.39,17.39,10.87,0,4.0,6.0,8.0,4.0,6.0,3.0,3.0,9.0,2.0
2385,172,15,1,30,2,7,16,6,10,10,151.0,0,0.0,1,28.0,2.0,14.55,16.36,18.18,18.18,16.36,16.36,0,7.0,8.0,7.0,6.0,7.0,8.0,7.0,7.0,2.0,27.0,Business,8.0,2.0,5.0,7.0,"London, England",1.0,1.0,Management Consulting,7.0,7.0,8.0,7.0,8.0,4.0,5.0,5.0,6.0,8.0,7.0,4.0,6.0,8.0,8.0,7.0,6.0,3.0,17.78,17.78,22.22,20.0,15.56,6.67,17.39,17.39,19.57,17.39,17.39,10.87,1,8.0,7.0,8.0,6.0,8.0,6.0,6.0,4.0,2.0
2386,172,15,1,30,2,7,16,12,16,11,152.0,0,0.02,0,27.0,4.0,14.0,20.0,20.0,14.0,18.0,14.0,0,6.0,8.0,7.0,8.0,9.0,3.0,7.0,8.0,2.0,27.0,Business,8.0,2.0,5.0,7.0,"London, England",1.0,1.0,Management Consulting,7.0,7.0,8.0,7.0,8.0,4.0,5.0,5.0,6.0,8.0,7.0,4.0,6.0,8.0,8.0,7.0,6.0,3.0,17.78,17.78,22.22,20.0,15.56,6.67,17.39,17.39,19.57,17.39,17.39,10.87,1,7.0,8.0,8.0,4.0,6.0,3.0,6.0,7.0,2.0
2387,172,15,1,30,2,7,16,11,15,12,153.0,0,0.29,0,28.0,4.0,9.76,19.51,19.51,14.63,19.51,17.07,1,6.0,5.0,6.0,6.0,7.0,1.0,6.0,5.0,2.0,27.0,Business,8.0,2.0,5.0,7.0,"London, England",1.0,1.0,Management Consulting,7.0,7.0,8.0,7.0,8.0,4.0,5.0,5.0,6.0,8.0,7.0,4.0,6.0,8.0,8.0,7.0,6.0,3.0,17.78,17.78,22.22,20.0,15.56,6.67,17.39,17.39,19.57,17.39,17.39,10.87,0,4.0,6.0,8.0,2.0,6.461538461538462,1.0,4.0,5.0,2.0
2388,172,15,1,30,2,7,16,15,3,13,154.0,1,0.28,1,27.0,2.0,15.38,17.31,17.31,17.31,17.31,15.38,1,9.0,10.0,10.0,10.0,10.0,8.0,8.0,3.0,1.0,27.0,Business,8.0,2.0,5.0,7.0,"London, England",1.0,1.0,Management Consulting,7.0,7.0,8.0,7.0,8.0,4.0,5.0,5.0,6.0,8.0,7.0,4.0,6.0,8.0,8.0,7.0,6.0,3.0,17.78,17.78,22.22,20.0,15.56,6.67,17.39,17.39,19.57,17.39,17.39,10.87,1,7.0,8.0,8.0,5.0,6.0,6.0,6.0,5.0,1.0
2389,172,15,1,30,2,7,16,5,9,14,155.0,0,-0.03,1,27.0,2.0,15.09,18.87,18.87,16.98,16.98,13.21,0,5.0,8.0,8.0,6.0,7.0,7.0,6.0,6.0,2.0,27.0,Business,8.0,2.0,5.0,7.0,"London, England",1.0,1.0,Management Consulting,7.0,7.0,8.0,7.0,8.0,4.0,5.0,5.0,6.0,8.0,7.0,4.0,6.0,8.0,8.0,7.0,6.0,3.0,17.78,17.78,22.22,20.0,15.56,6.67,17.39,17.39,19.57,17.39,17.39,10.87,0,5.0,6.0,6.0,4.0,5.0,5.0,5.0,5.0,2.0
2390,172,15,1,30,2,7,16,7,11,15,156.0,1,-0.08,0,30.0,1.0,14.0,18.0,16.0,18.0,18.0,16.0,1,5.0,9.0,10.0,8.0,10.0,7.0,8.0,8.0,2.0,27.0,Business,8.0,2.0,5.0,7.0,"London, England",1.0,1.0,Management Consulting,7.0,7.0,8.0,7.0,8.0,4.0,5.0,5.0,6.0,8.0,7.0,4.0,6.0,8.0,8.0,7.0,6.0,3.0,17.78,17.78,22.22,20.0,15.56,6.67,17.39,17.39,19.57,17.39,17.39,10.87,1,6.0,8.0,7.0,7.0,8.0,7.0,7.0,6.0,2.0
2391,172,15,1,30,2,7,16,16,4,16,157.0,0,0.36,0,28.0,4.0,14.29,16.33,16.33,18.37,18.37,16.33,0,7.0,7.0,7.0,8.0,7.0,7.0,6.0,7.0,2.0,27.0,Business,8.0,2.0,5.0,7.0,"London, England",1.0,1.0,Management Consulting,7.0,7.0,8.0,7.0,8.0,4.0,5.0,5.0,6.0,8.0,7.0,4.0,6.0,8.0,8.0,7.0,6.0,3.0,17.78,17.78,22.22,20.0,15.56,6.67,17.39,17.39,19.57,17.39,17.39,10.87,1,8.0,5.0,7.0,8.0,9.0,6.0,8.0,4.0,1.0
2392,173,16,1,32,2,7,16,9,10,1,142.0,1,-0.21,1,24.0,2.0,14.29,14.29,21.43,21.43,19.05,9.52,1,6.0,4.0,8.0,9.0,9.0,9.0,8.0,7.0,2.0,22.0,math,2.0,2.0,5.0,7.0,NJ,1.0,1.0,professor,2.0,10.0,8.0,9.0,6.0,5.0,6.0,7.0,4.0,8.0,7.0,4.0,5.0,6.0,9.0,10.0,3.0,6.0,18.37,18.37,20.41,20.41,16.33,6.12,14.58,18.75,18.75,20.83,16.67,10.42,1,8.0,7.0,7.0,7.0,5.0,5.0,7.0,5.0,2.0
2393,173,16,1,32,2,7,16,10,11,2,143.0,0,-0.03,1,33.0,2.0,8.33,20.83,20.83,14.58,16.67,18.75,0,7.0,5.0,8.0,9.0,8.0,5.0,7.0,5.0,2.0,22.0,math,2.0,2.0,5.0,7.0,NJ,1.0,1.0,professor,2.0,10.0,8.0,9.0,6.0,5.0,6.0,7.0,4.0,8.0,7.0,4.0,5.0,6.0,9.0,10.0,3.0,6.0,18.37,18.37,20.41,20.41,16.33,6.12,14.58,18.75,18.75,20.83,16.67,10.42,0,4.0,6.0,5.0,4.0,5.0,5.0,3.0,3.0,2.0
2394,173,16,1,32,2,7,16,13,14,3,144.0,0,0.72,1,23.0,2.0,16.0,16.0,16.0,18.0,18.0,16.0,0,6.0,7.0,8.0,6.0,7.0,6.0,6.0,8.0,2.0,22.0,math,2.0,2.0,5.0,7.0,NJ,1.0,1.0,professor,2.0,10.0,8.0,9.0,6.0,5.0,6.0,7.0,4.0,8.0,7.0,4.0,5.0,6.0,9.0,10.0,3.0,6.0,18.37,18.37,20.41,20.41,16.33,6.12,14.58,18.75,18.75,20.83,16.67,10.42,0,5.0,7.0,6.0,6.0,6.0,5.0,4.0,4.0,2.0
2395,173,16,1,32,2,7,16,14,15,4,145.0,0,-0.5,1,24.0,2.0,11.36,18.18,22.73,18.18,11.36,18.18,1,8.0,10.0,10.0,10.0,10.0,10.0,10.0,6.0,2.0,22.0,math,2.0,2.0,5.0,7.0,NJ,1.0,1.0,professor,2.0,10.0,8.0,9.0,6.0,5.0,6.0,7.0,4.0,8.0,7.0,4.0,5.0,6.0,9.0,10.0,3.0,6.0,18.37,18.37,20.41,20.41,16.33,6.12,14.58,18.75,18.75,20.83,16.67,10.42,0,4.0,6.0,6.0,5.0,5.0,5.0,4.0,4.0,2.0
2396,173,16,1,32,2,7,16,4,5,5,146.0,0,-0.21,1,36.0,2.0,18.18,18.18,18.18,18.18,13.64,13.64,0,6.0,8.0,8.0,8.0,7.285714285714286,4.0,5.0,3.0,2.0,22.0,math,2.0,2.0,5.0,7.0,NJ,1.0,1.0,professor,2.0,10.0,8.0,9.0,6.0,5.0,6.0,7.0,4.0,8.0,7.0,4.0,5.0,6.0,9.0,10.0,3.0,6.0,18.37,18.37,20.41,20.41,16.33,6.12,14.58,18.75,18.75,20.83,16.67,10.42,0,5.0,6.0,5.0,5.0,5.0,4.0,4.0,3.0,2.0
2397,173,16,1,32,2,7,16,3,4,6,147.0,0,0.03,0,26.0,4.0,18.0,18.0,20.0,18.0,16.0,10.0,0,6.0,8.0,8.0,8.0,4.0,5.0,6.0,6.0,2.0,22.0,math,2.0,2.0,5.0,7.0,NJ,1.0,1.0,professor,2.0,10.0,8.0,9.0,6.0,5.0,6.0,7.0,4.0,8.0,7.0,4.0,5.0,6.0,9.0,10.0,3.0,6.0,18.37,18.37,20.41,20.41,16.33,6.12,14.58,18.75,18.75,20.83,16.67,10.42,0,5.0,7.0,5.0,6.0,6.0,4.0,4.0,4.0,2.0
2398,173,16,1,32,2,7,16,2,3,7,148.0,0,-0.34,0,27.0,4.0,15.09,16.98,16.98,18.87,18.87,13.21,0,7.0,9.0,9.0,5.0,8.0,2.0,7.0,2.0,2.0,22.0,math,2.0,2.0,5.0,7.0,NJ,1.0,1.0,professor,2.0,10.0,8.0,9.0,6.0,5.0,6.0,7.0,4.0,8.0,7.0,4.0,5.0,6.0,9.0,10.0,3.0,6.0,18.37,18.37,20.41,20.41,16.33,6.12,14.58,18.75,18.75,20.83,16.67,10.42,0,5.0,8.0,5.0,7.0,6.0,5.0,5.0,4.0,2.0
2399,173,16,1,32,2,7,16,1,2,8,149.0,1,0.15,1,28.0,2.0,8.51,19.15,19.15,19.15,19.15,14.89,1,5.0,8.0,8.0,7.0,4.0,8.0,6.0,5.0,2.0,22.0,math,2.0,2.0,5.0,7.0,NJ,1.0,1.0,professor,2.0,10.0,8.0,9.0,6.0,5.0,6.0,7.0,4.0,8.0,7.0,4.0,5.0,6.0,9.0,10.0,3.0,6.0,18.37,18.37,20.41,20.41,16.33,6.12,14.58,18.75,18.75,20.83,16.67,10.42,1,8.0,8.0,8.0,8.0,7.0,8.0,8.0,6.0,2.0
2400,173,16,1,32,2,7,16,8,9,9,150.0,0,0.39,1,31.0,2.0,12.0,20.0,20.0,20.0,14.0,14.0,0,6.0,8.0,8.0,8.0,8.0,5.0,8.0,5.0,2.0,22.0,math,2.0,2.0,5.0,7.0,NJ,1.0,1.0,professor,2.0,10.0,8.0,9.0,6.0,5.0,6.0,7.0,4.0,8.0,7.0,4.0,5.0,6.0,9.0,10.0,3.0,6.0,18.37,18.37,20.41,20.41,16.33,6.12,14.58,18.75,18.75,20.83,16.67,10.42,1,7.0,7.0,7.0,7.0,7.0,5.0,6.0,4.0,2.0
2401,173,16,1,32,2,7,16,6,7,10,151.0,1,0.09,1,28.0,2.0,14.55,16.36,18.18,18.18,16.36,16.36,1,8.0,7.0,8.0,9.0,6.0,10.0,9.0,9.0,2.0,22.0,math,2.0,2.0,5.0,7.0,NJ,1.0,1.0,professor,2.0,10.0,8.0,9.0,6.0,5.0,6.0,7.0,4.0,8.0,7.0,4.0,5.0,6.0,9.0,10.0,3.0,6.0,18.37,18.37,20.41,20.41,16.33,6.12,14.58,18.75,18.75,20.83,16.67,10.42,1,9.0,8.0,7.0,8.0,7.0,7.0,8.0,6.0,2.0
2402,173,16,1,32,2,7,16,12,13,11,152.0,0,-0.15,0,27.0,4.0,14.0,20.0,20.0,14.0,18.0,14.0,0,5.0,8.0,8.0,6.0,7.0,7.0,7.0,7.0,2.0,22.0,math,2.0,2.0,5.0,7.0,NJ,1.0,1.0,professor,2.0,10.0,8.0,9.0,6.0,5.0,6.0,7.0,4.0,8.0,7.0,4.0,5.0,6.0,9.0,10.0,3.0,6.0,18.37,18.37,20.41,20.41,16.33,6.12,14.58,18.75,18.75,20.83,16.67,10.42,0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,3.0,2.0
2403,173,16,1,32,2,7,16,11,12,12,153.0,0,0.12,0,28.0,4.0,9.76,19.51,19.51,14.63,19.51,17.07,0,5.0,5.0,6.0,6.0,7.285714285714286,5.0,5.0,5.0,2.0,22.0,math,2.0,2.0,5.0,7.0,NJ,1.0,1.0,professor,2.0,10.0,8.0,9.0,6.0,5.0,6.0,7.0,4.0,8.0,7.0,4.0,5.0,6.0,9.0,10.0,3.0,6.0,18.37,18.37,20.41,20.41,16.33,6.12,14.58,18.75,18.75,20.83,16.67,10.42,0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,3.0,2.0
2404,173,16,1,32,2,7,16,15,16,13,154.0,1,0.54,1,27.0,2.0,15.38,17.31,17.31,17.31,17.31,15.38,1,9.0,9.0,10.0,9.0,9.0,7.0,8.0,5.0,2.0,22.0,math,2.0,2.0,5.0,7.0,NJ,1.0,1.0,professor,2.0,10.0,8.0,9.0,6.0,5.0,6.0,7.0,4.0,8.0,7.0,4.0,5.0,6.0,9.0,10.0,3.0,6.0,18.37,18.37,20.41,20.41,16.33,6.12,14.58,18.75,18.75,20.83,16.67,10.42,1,6.0,7.0,6.0,7.0,6.0,6.0,7.0,4.0,2.0
2405,173,16,1,32,2,7,16,5,6,14,155.0,0,-0.13,1,27.0,2.0,15.09,18.87,18.87,16.98,16.98,13.21,0,3.0,8.0,8.0,4.0,8.0,6.0,5.0,7.0,2.0,22.0,math,2.0,2.0,5.0,7.0,NJ,1.0,1.0,professor,2.0,10.0,8.0,9.0,6.0,5.0,6.0,7.0,4.0,8.0,7.0,4.0,5.0,6.0,9.0,10.0,3.0,6.0,18.37,18.37,20.41,20.41,16.33,6.12,14.58,18.75,18.75,20.83,16.67,10.42,1,6.0,7.0,7.0,8.0,7.0,5.0,6.0,5.0,2.0
2406,173,16,1,32,2,7,16,7,8,15,156.0,1,-0.15,0,30.0,1.0,14.0,18.0,16.0,18.0,18.0,16.0,1,6.0,9.0,10.0,9.0,9.0,7.0,8.0,7.0,2.0,22.0,math,2.0,2.0,5.0,7.0,NJ,1.0,1.0,professor,2.0,10.0,8.0,9.0,6.0,5.0,6.0,7.0,4.0,8.0,7.0,4.0,5.0,6.0,9.0,10.0,3.0,6.0,18.37,18.37,20.41,20.41,16.33,6.12,14.58,18.75,18.75,20.83,16.67,10.42,1,7.0,7.0,7.0,7.0,7.0,6.0,6.0,5.0,2.0
2407,173,16,1,32,2,7,16,16,1,16,157.0,0,0.49,0,28.0,4.0,14.29,16.33,16.33,18.37,18.37,16.33,0,5.0,6.0,5.0,6.0,5.0,6.0,3.0,7.0,2.0,22.0,math,2.0,2.0,5.0,7.0,NJ,1.0,1.0,professor,2.0,10.0,8.0,9.0,6.0,5.0,6.0,7.0,4.0,8.0,7.0,4.0,5.0,6.0,9.0,10.0,3.0,6.0,18.37,18.37,20.41,20.41,16.33,6.12,14.58,18.75,18.75,20.83,16.67,10.42,1,7.0,8.0,8.0,8.0,8.0,7.0,7.0,6.0,2.0
2408,174,1,0,1,1,8,10,1,9,1,184.0,1,0.34,0,34.0,2.0,16.67,16.67,16.67,16.67,16.67,16.67,1,8.0,10.0,10.0,8.0,6.0,7.0,7.0,7.0,2.0,29.0,International Affairs/Finance,8.0,4.0,1.0,1.0,Pennsylvania,4.0,3.0,Finance,7.0,5.0,4.0,6.0,6.0,8.0,8.0,4.0,4.0,6.0,8.0,4.0,6.0,5.0,9.0,9.0,6.0,5.0,9.52,23.81,16.67,16.67,16.67,16.67,17.07,17.07,14.63,19.51,12.2,19.51,1,5.0,6.0,6.0,6.0,6.0,6.0,6.0,6.0,2.0
